name;address;eindcijfer;conclusie;vers_van_het_mes;beroodeling;cijfer;rijping;schoonmaak;gewicht;prijs_per_stuck;prijs_per_100g;temp;vet_percentage;micro;unique_id;vollaard_id
Vis van Lon;Dorpsstraat 101 - Zoetermeer;0.0;Pakt de haring met de handen beet. Temperatuur is te hoog. Bedorven haring wordt niet herkend, maar voor 2 euro per stuk verkocht! Het is wel duidelijk wat het niveau hier is.;Nee;Zodra de verpakking opengaat, is duidelijk hoe laat het is. Het meurt. Veel graten en smurrie. Geel, cyclaam en bij de staart zwart verkleurd.;0.0;Bedorven;Matig;61;2.00;3.27;9.2;10.2;Goed;17_144;176
Fieret’s Vishandel;Kaai 18 - Sluis;1.0;Schitterende winkel met een magnifiek assortiment. En dan zo door de mand vallen met je Hollandse Nieuwe. Gevalletje bedrijfsblindheid? Want dit lijkt helemaal nergens op.;Nee;Visvlees heeft een uitgesproken lijkkleur. Ook geel en crème verkleurd. Olie en vet met een zeer zalvige structuur. Kortom, een heel vies ding.;3.0;Sterk;Goed;66;1.75;2.65;14.8;9.0;Slecht;17_132;177
Dirks Vishandel;Hoornesplein 129 - Katwijk aan Zee;8.5;Fraai verbouwde winkel is het bewijs dat Dirk zijn onderneming tot een succes weet te maken. Presteert bovengemiddeld. Vraag is of de ambities nog verder reiken.;Ja;Ziet er zowel vanbinnen als vanbuiten prima uit. Veel goede smaakeigenschappen zijn behouden gebleven maar de haring is wel aan de zachte kant.;8.5;Gemiddeld;Zeer goed;62;1.95;3.14;2.7;15.8;Zeer goed;16_029;178
Vistaria 't Vrolijke Maatje;Verkoopwagen De Wending - Delfzijl;2.0;'Lekker he?' vraagt de verkoopster als zij een proefstukje overhandigt. Spontane braakneigingen. Hoe kan dit worden verkocht? 't Vrolijke Maatje is meer het 't Ranzigste Maatje.;Nee;Het heet Hollandse nieuwe te zijn maar lijkt het meest op een hoopje bruine bagger. Een hap ranzige olie. Waar staat het teiltje?;3.0;Sterk;Goed;64;1.75;2.73;13.7;9.8;Goed;16_123;179
Urker Visspecialist de Snoekies;Sint Adriaanstraat 17 - Goes;4.5;Verkooppunt is pas een jaar open maar maakt nu al een treurige en ietwat verlopen indruk. En met een dergelijke Hollandse nieuwe bouw je ook geen goede naam op.;Ja;Het bekende probleem. Te lang in de emmer bij een te hoge temperatuur en te ver doorgerijpt. Op alle punten niet goed. Olie en vet. Nare nasmaak.;5.5;Sterk;Matig;70;2.00;2.85;11.6;13.4;Zeer goed;16_094;180
Kraam van Kralingen;Watertorenweg - Rotterdam;1.0;De uitbaatster is blij dat het AD langskomt en geeft daarmee helaas al aan geen benul te hebben van waar zij mee bezig is. Een groot foutenfestival. Braakharing.;Nee;"Ingewanden; graten en smurrie. De haring ruikt rans en zuur. Vanbinnen bruin en geel en creme verkleurd. Ook nog eens bitter. Smaakt afgrijselijk.";2.0;Sterk;Matig;62;2.00;3.22;12.6;9.3;Zeer goed;16_128;181
Viscircus gebroeders Koning;Belfort 128 - Almere;7.5;Viscircus Koning presteert al jaren op een redelijk hoog niveau. Op smaak ook dit keer goed. Koning zette afgelopen week alles op alles om lek in hygiene boven water te krijgen.;Ja;"Perfect schoongemaakt en dat blijft een lust om te zien. Iets gerijpte smaak; in de verte nog een tikkeltje romigheid. Gewoon een keurige haring.";8.5;Gemiddeld;Zeer goed;69;2.10;3.04;2.8;12.0;Slecht;16_049;182
Vishandel Wennekes;Verkoopwagen parkeerterrein Jumbo ’s-Gravenwaardsedijk 78 a - Tolkamer;5.5;In de regio is Wennekes een grote naam. De vraag is of het hier eenoog in het land der blinden is. Met concurrentie op de loer red je het niet met deze kwaliteit.;Nee;Sterk doorgerijpte lucht en dan weet je wat je te wachten staat. Smaakt al een beetje vissig, eerste sporen ransheid. Eet je niet voor je plezier.;5.5;Sterk;Matig;68;2.1;3.08;6.9;10.5;Zeer goed;17_095;183
dagkraam Monique Vermeer;Groene Hilledijk / Heilantstraat - Rotterdam;5.0;'Kerstbomenverkopers' worden ze wel eens genoemd: de kraampjes die je in de haringtijd in Rotterdam ziet opduiken. Vaak geroemd maar meestal ten onrechte. Zo ook hier.;Ja;Erg veel visvlees weggeschrapt. Haring karamel en bruin verkleurd. Vreemde afwijkende smaak doet denken aan nat karton. Geen hoogvlieger.;5.0;Gemiddeld;Goed;58;2.00;3.44;6.3;11.0;Zeer goed;16_092;184
Arie Haring;Langsom 5 - Amsterdam;4.5;Een tikkeltje slonzig verkooppunt dat een goede schoonmaakbeurt best zou kunnen gebruiken. En die Hollandse nieuwe is er een voor de nieuwe rubriek Doorrijden svp!'.;Ja;Te veel graten en smurrie en ingewanden. Karamel en bruin verkleurd. Erg zacht visvlees. Categorie tandpasta. Plakt tegen gehemelte. Naar ding.;5.0;Sterk;Matig;79;2.50;3.16;9.5;12.9;Voldoende;16_099;185
De Visfuik;De Millystraat 9 - Zuidlaren;7.5;De Visfuik heeft met zijn haring een goede naam opgebouwd. Ook nu wordt degelijk werk geleverd. Maar soms is de natuur te gul met lastige te vette haring.;Ja;Goede haring maar het fermentatieproces gaat snel. Dat is in de smaak terug te vinden. Tikkeltje vet en olieachtig. Mist het frisse van topharing.;8.0;Gemiddeld;Zeer goed;65;2.00;3.07;9.1;15.1;Zeer goed;16_052_17_046;186
Vishandel Kees Nobel;Verkoopwagen Vlietplein - Ridderkerk;0.0;Dit soort verkopers is een aanfluiting voor het vak. Hier wil je geen klant zijn. Wijk uit naar een echte viswinkel. Laat Nobel iets goeds doen voor de mensheid en de zaak sluiten.;Nee;Haring die je alleen aan de meeuwen kunt voeren. Geel, zwart, cyclaam en bruin. Ruikt en smaakt tranig. Tegen bederf aan. Gewoon rotzooi.;1.0;Sterk;Slecht;66;1.95;2.86;7.1;13.3;Waarschuwingsfase;17_136;187
Visboetiek Emous;Dirk de Derdelaan 1a - Vlaardingen;6.5;Eigenaar heeft zichzelf opgegeven voor de test maar kan nog werken aan een aantal verbeterpuntjes. De wil om dat te doen is het begin van de weg omhoog.;Ja;Van een doorgerijpte haring valt nooit meer een frisse Hollandse nieuwe te maken. Je blijft toch steken in de categorie vettig en belegen. Jammer.;6.5;Gemiddeld;Matig;56;1.95;3.48;4.3;7.1;Zeer goed;16_077;188
Het Neusje van de Zalm;Verkoopwagen parkeerplaats AH Tijnjeplein - Leeuwarden;3.0;Heeft hij een hekel aan haring of aan haringeters?. Wat doet deze verkoper zijn klanten aan? Laat hem voor straf eens zijn eigen haring opeten.;Nee;De tranige lucht bezorgt al kotsneigingen. De haring is verkleurd in veel nuances: bruin, cyclaam, zwart, donkerrood. Alleen goed voor de meeuwen.;3.0;Sterk;Zeer goed;80;2.25;2.81;16.5;12.5;Voldoende;17_120;189
Bram & Aaltje;Verkoopwagen dagmarkt dinsdag Brink - Baarn;7.5;Het oog wil ook wat en dat komt in deze fraaie verkoopwagen niet tekort. Gerenommeerde onderneming moet het in zich hebben ook met haring hoger te scoren.;Ja;Iets belegen haring en dan mis je de kenmerkende eigenschappen van de Hollandse nieuwe. Mooi vet. Transparant en zilver. Redelijke smaak.;7.5;Licht;Zeer goed;64;2.25;3.51;5.6;13.1;Zeer goed;16_057;190
Visspecialist Klein Scheveningen;Simon Carmiggelthof 49 - Den Haag;7.5;"Niet de eerste zaak die onlangs afscheid nam van het Visgilde om onder eigen vlag verder te varen. Ruimte voor verbeteringen is er zeker; nu is het zaak die ook door te voeren.";Ja;"Dat wat een Hollandse nieuwe tot een echte traktatie maakt is niet meer terug te vinden. Iets verkleurd; tikkeltje belegen. Toch niet echt slecht.";7.5;Gemiddeld;Goed;57;2.00;3.5;6.2;12.2;Goed;16_059;191
Konink Vis;Talingweg 171 - Apeldoorn;3.0;Geen bakker zou het in zijn hoofd halen om beschimmeld brood te verkopen en daar de hoofdprijs voor te vragen. Maar in de haringbranche gelden al jaren andere regels.;Ja;Graten en vuil van de plank. Binnenzijde sterk bruin verkleurd. Haring heeft te lang in de emmer gelegen. Visvlees is pap. Ook nog eens erg rans.;3.0;Sterk;Matig;59;2.25;3.81;6.1;14.1;Zeer goed;16_113;192
Vishandel De Lekkerbek;Verkoopwagen Grote Beer - Hoogeveen;5.0;‘Onze kwaliteit is hoog’, schrijft De Lekkerbek op de eigen website. Zo’n opmerking bekt wel lekker, maar blijkt, gelet op wat er in de praktijk gebeurt, gewoon loze prietpraat.;Ja;De haring heeft de rooklucht van gebakken vis aangenomen. Binnenzijde kleurt bruin en crème. Daarop gelet valt de smaak nog mee. Vissig en vet.;6.0;Gemiddeld;Goed;63;2.00;3.17;13.8;8.7;Goed;17_098;193
Backus aan de Grens Visspecialiteiten;Herungerberg 417 - Venlo;0.0;AD haalt verhaal en krijgt te maken met een weinig inschikkelijke uitbater. Met zijn product is niets mis vindt hij. Hap en weg is de haring. Hier helpen geen argumenten.;Nee;Huid en graten en ingewanden. Stinkt. Ziet geel en grijs. Segmenten verworden tot haringpap. Schande dat dit voor consumptie wordt aangeboden.;0.0;Sterk;Slecht;63;2.30;3.38;9.9;13.6;Zeer goed;16_138;194
Visspecialist Corné Struik;Verkoopwagen parkeerterrein De Markte - Krimpen a/d Lek;9.6;Mensen in de Krimpenerwaard mogen blij zijn met Corné Struik. Met zijn 26 jaar de trotse eigenaar van een nieuwe, hypermoderne verkoopwagen. Wat een ondernemer. En wat een haring.;Ja;Je weet het binnen een fractie van een seconde: absolute top. Heeft alles wat een Hollandse Nieuwe moet hebben. Maak er nog maar één schoon.;9.6;Gemiddeld;Zeer goed;66;2.25;3.4;-1.2;13.7;Zeer goed;17_005;195
Dagkraam Alex de Lat;Verkooppunt bij Puccinipassage - Capelle aan den IJssel;6.0;Dit eenvoudige verkooppunt staat bekend om zijn goede haring. Op een warme dag blijkt de combinatie van een vette haring en de buitentemperatuur toch te hoog gegrepen.;Ja;De haring heeft te lang gelegen bij een te hoge temperatuur. Het visvlees is bruin verkleurd en zacht en papperig geworden. Het frisse is eraf.;6.5;Licht;Zeer goed;60;2.00;3.33;9.1;16.0;Zeer goed;16_081;196
Vishandel Hameeteman;Hoge Pad 9 - Ouddorp;7.0;De eerste indruk is dat het allemaal net wat scherper kan. Haring verwerken bij een temperatuur boven de 7 graden is vragen om problemen. Haring loopt zo van de snijplank.;Ja;"De test zorgt voor spanning en trillende handen bij de haringsnijder. De temperatuur is een breekpunt. Het haringvet komt los; nog iets zilt.";8.0;Gemiddeld;Zeer goed;54;1.80;3.33;12.2;13.2;Zeer goed;16_064;197
Vishandel Gebroeders Van Diermen;Verkoopwagen dagmarkt vrijdag Marktstraat - Twello;7.0;Het muntje valt dit keer nog de goede kant op. Maar voorgesneden haring op een te hoge temperatuur verkopen is vragen om moeilijkheden. Het is wachten tot het misgaat.;Nee;En weer zo'n doorgerijpte haring. Dus bruin verkleurd en vettig in de mond. Klein bittertje van gal of donker bloed. Geen echte afwijkingen.;7.5;Sterk;Goed;69;2.00;2.89;7.4;16.4;Zeer goed;16_065;198
De Spakenburgse Visspecialist;Verkoopwagen Landbouwstraat - Winterswijk;0.0;Verkoopster tegen AD: ‘Goed dat u een koeltas bij u heeft, want het is bederfelijke waar.’ Handel daar dan ook naar! Het beste advies dat er te geven is: doe de klep naar beneden!;Nee;Pakt haring met de handen beet. Alhoewel, haring? Iets zachts en blubberigs wat daar op lijkt. Stopverf, snot, rans, niet te eten. Jakkes!;1.0;Sterk;Matig;54;2.25;4.16;8.2;8.6;Zeer goed;17_137;199
Marcel Korlaar/Zuyderzee;Vrijdagdagmarkt Binnenhof - Barendrecht;0.0;Hier zou de NVWA eens moeten doorpakken. Twee maanden achter elkaar controleren en beboeten. Wellicht komt er dan een einde aan dit soort middeleeuwse toestanden.;Nee;"Buiten is het 27 graden en mijnheer staat in zijn kraampje haring te verkopen zonder enige koeling. Klef; olieachtig en muf. Je kunt wachten op bederf.";5.0;Sterk;Matig;69;2.25;3.26;15.8;15.0;Afkeurenswaardig;16_135;200
Vishandel Gerina Ter Beek;Verkoopwagen parkeerterrein winkelcentrum Keizerslanden - Deventer;2.0;Het lijkt zowaar de haringduivel in de vermomming van een aardig meisje in klederdracht. Ze laat de klanten onvervalst geld betalen voor de vriendelijk gepresenteerde kadavertjes.;Ja;"Haringkar waar ongekoeld wordt gewerkt. Temperatuur veel te hoog. Belegen; bitter; muf en wee. Verschrikkelijk zacht. Dit is de categorie haringsnot.";3.0;Sterk;Goed;66;2.25;3.4;13.1;15.3;Zeer goed;16_122;201
Vishandel Adrie;Verkoopwagen Vogelplein - Amersfoort;2.0;Cowboys zijn en blijven het. Het is dit soort verkooppunten dat (een deel van) de ambulante handel een slechte naam bezorgt. Op deze manier ga je niet met levensmiddelen om. Weg hier!;Ja;Haring ziet er onaantrekkelijk uit. Graten en vuiligheid. Sterk verkleurd. Rans en bitter. Komt het meest overeen met een warme hap braakvlees.;3.5;Gemiddeld;Matig;61;2.25;3.68;12.2;11.4;Waarschuwingsfase;17_123;202
Vistaria Schaap;Ootmarsumsestraat 296 - Almelo;9.1;Johan en Wim Schaap zijn ook ‘besmet geraakt met het haringvirus’. Zij investeerden in kennis en kunde en leveren het bewijs dat puike haring ook een kwestie van mentaliteit is.;Ja;Wauw, weer zo’n klasseharing. Perfect schoongemaakt. Mooie, volle, romige smaak en dat betekent weer genieten pur sang. Een omweg waard.;9.1;Gemiddeld;Zeer goed;80;2.25;2.81;4.1;12.6;Zeer goed;17_010_16_040;203
Visgilde Steehouwer;De Schoof 80 - Hendrik-Ido-Ambacht;8.97;Zoals in elk beroep heb je ook bij de visdetaillisten goede en minder goede ondernemers. Steehouwer toont al jaren aan bij de eerste categorie te horen. Hij stelt nooit teleur. Klasse!;Ja;Vertrouwd adres stelt niet teleur. Een Nieuwe van topkwaliteit. Mals, zilt en romig. Zilver met een mooie speklaag. Weer een mooie prestatie.;8.97;Gemiddeld;Zeer goed;67;2.10;3.13;0.9;9.8;Goed;17_017_16_014;204
Dries van den Berg;Burgemeester De Meesterstraat 11 - Harderwijk;6.5;Bij Dries van den Berg is het altijd druk en alles gaat vlug. Snelheid van werken lijkt weleens ten koste te gaan van de zorgvuldigheid want deze temperatuur kan echt niet.;Nee;"Het mes is bij het uitschrappen erg diep uitgeschoten. Licht verkleurd; gerijpte smaak. Niet meer zilt en romig maar geen echte afwijkingen.";7.5;Gemiddeld;Goed;61;1.75;2.86;10.8;14.7;Zeer goed;16_072;205
Lidl;De Spinne 46 - Goes;0.0;Norm voor ‘poepbacteriën’ vele malen overschreden. Met een Hollandse Nieuwe heeft dit helemaal niets te maken. Lidl onwaardig. Arme klanten.;Nee;Pas nadat de verpakking geruime tijd open heeft gestaan, verdwijnt de ergste putlucht. Grauw, bruin. Slijmdraden. Vieze klevers. Oneetbaar.;0.0;Bedorven;Matig;61;2.49 (2);2.04;5.2;9.3;Afgekeurd;17_147;206
Vishandel Theo Muys;Dobbe 7 - Zwolle;7.0;Detaillist snijdt ’s morgens vroeg nog uit de emmer van vorige dag. Daar is niets mis mee, maar de haring rijpt wel door. Een nieuwe emmer valt waarschijnlijk 1,5 punt hoger uit.;Ja;Eerst een compliment voor het schoonmaken! Wat belegen haring, aan de zachte kant. Enigszins bruin verkleurd. Nog wel goed van smaak.;7.0;Gemiddeld;Zeer goed;77;1.95;2.53;6.4;8.2;Goed;17_069;207
XL Vis;De Stede 21 - Den Haag;4.0;Relatief hoog geprijsd en absoluut zonde van je geld. Een lekkere Hollandse Nieuwe is een prima visitekaartje voor je bedrijf. Met deze haring geef je eerder een wegblijfgarantie af.;Nee;Ooit goede haring is al veel positieve eigenschappen kwijtgeraakt. Ruikt muf, vooral aan binnenzijde donker verkleurd. Harinkje oude kaas.;5.0;Sterk;Goed;71;2.20;3.09;8.3;8.9;Waarschuwingsfase;17_104;208
Vistaria Schaap;Ootmarsumsestraat 296 - Almelo;8.0;Zaak met een eigen dynamiek waar het rond etenstijd topdrukte is. Op zo'n moment dan ook nog aandacht kunnen geven aan een verse Hollandse nieuwe getuigt van klasse.;Ja;"Een van de betere haringen uit de subtop. Zilver vanbuiten; fris en transparant vanbinnen. Nog iets van zilt en romig te bespeuren. Aan de zachte kant.";8.5;Gemiddeld;Zeer goed;66;2.25;3.4;7.3;14.4;Zeer goed;16_040_17_010;209
Lindsey’s Visspeciaalzaak;Veldpoortstraat 12 - Wijk bij Duurstede;8.5;Na de harde les kort na de opening vorig jaar zetten de jonge eigenaren alles op alles om beter voor de dag te komen. Verdiepten zich in de materie. En met succes. Goed gedaan.;Ja;Schoonmaken is top. Frisse haring. Zilver vanbuiten met mooie speklaag. Mals, ook nog iets romig. Ook een enigszins belegen smaak. Gewoon goed.;8.5;Gemiddeld;Zeer goed;71;2.20;3.09;6.9;14.2;Goed;17_034_16_089;210
Vishandel Jos;Grote Brink 2b - Borger;0.0;'Ik bid nie veur bruune boon'n' is de bekende uitspraak van Drenthes Bartje. Vervang bruine bonen door de haring van Jos en hij heeft groot gelijk. Dit is voer van de duvel.;Nee;Clupea harengus van het type canarius. Oftewel de kanarieharing. Het beestje ziet geel van ellende.'Gewoon viezigheid' zegt de keurmeester.;0.0;Bedorven;Zeer goed;63;2.20;3.49;5.5;11.4;Waarschuwingsfase;16_144;211
Het Vispaleis;Noorderveemarkt 3 - Hoorn;6.0;Beheersing van de temperatuur moet hier meer aandacht krijgen. Als de zomer straks echt doorbreekt en je werkt op dezelfde manier ligt een bedorven haring op de loer.;Ja;"Van de haring komt een sterk doorgerijpte lucht. Mooi zilver aan de buitenzijde; vanbinnen bruin verkleurd. Sterke rijping komt terug in de smaak.";7.0;Sterk;Goed;75;2.20;2.93;12.7;11.9;Zeer goed;16_079;212
Vishandel Bezuidenhout;Theresiastraat 163 - Den Haag;1.5;Telkens als je met zulke troep wordt geconfronteerd, slaat de verbijstering toe. Wie gaat nu zo met levensmiddelen om? Die spot met de gezondheid van klanten.;Nee;Een prutsertje: ingewanden, vuil van de snijplank en vooral veel graten. Bruine chocoladerepen. Rans, bitter en metalig. Tegen bederf aan.;2.0;Sterk;Slecht;69;1.75;2.53;7.2;7.7;Zeer goed;17_129;213
Vislokaal;Soesterbergsestraat 31 - Soest;6.5;Een nieuwe zaak waar het vooral een kwestie lijkt van puntjes op de i zetten. Meer aandacht voor het schoonmaken, temperatuur beter bewaken en alles komt vermoedelijk wel goed.;Ja;Graten en vuil van de snijplank. Ook zijn er hele happen uit het visvlees. Geen afwijkingen, maar ook niets dat het fijne van een nieuwe kenmerkt.;7.0;Gemiddeld;Matig;68;2.50;3.67;7.1;13.7;Zeer goed;17_075;214
Vishandel Konter;Haven 21 - Vollenhove;4.5;Vollenhove is je een pittoresk dorpje, zeker aardig om een keertje langs te gaan. Maar het is ook goed te weten welke plaatsen je als haringliefhebber moet mijden.;Nee;De lucht van de palingrokerij vind je in de haring terug. En waarom de binnenzijde niet even afgestreken? Bloed is donker verkleurd. Rans en bitter.;4.5;Sterk;Matig;63;2.00;3.17;5.4;10.5;Zeer goed;17_102;215
De Zilte Zee vis en delicatessen;Kampweg 24 - Doorn;0.0;Ik geloof u niet. Dit is lachwekkend' zegt de eigenaar van dit peperdure verkooppunt als hij wordt gewaarschuwd voor de kwaliteit. Okay dan niet. Droom maar rustig verder.;Ja;"Te hoge temperatuur omdat mijn klanten van een warmere haring houden'. Sterk bruin verkleurd; rans; muf; klef. Vieze vetsmaak. Braakneigingen.";1.0;Sterk;Matig;60;3.00;5.0;10.3;8.4;Zeer goed;16_136;216
Aldi;Muldershof 35 - Zevenaar;0.0;Gevraagd naar waar zij hun lekkerste haring kopen, antwoorden veel lezers: ‘de Aldi.’ Niet onze ervaring, maar misschien heeft het AD jaar in jaar uit wel buitengewoon veel pech.;Nee;Dit stinkt! Zuur en zwavel. Graten en smurrie. Verkleuringen van bruin, cyclaam tot bijna zwart. Braakneigingen. Goedkoop en veel te duur.;0.0;Bedorven;Matig;68;1.69(2 stuks);1.24;8.1;11.2;Zeer goed;17_142;217
Dagkraam;Bentinckplein - Rotterdam;7.0;Schoolvoorbeeld van een verkooppunt dat weliswaar voldoende scoort maar waar met iets meer kennis van zaken een veel beter resultaat te behalen zou zijn. Jammer.;Ja;Het vuil van de snijplank vind je in grote hoeveelheden op de haring terug. Te warm en te lang in de pekel. Dat komt de smaak niet ten goede.;7.5;Gemiddeld;Matig;57;2.00;3.5;8.6;11.1;Zeer goed;16_066;218
De Viswinkel;Noordvliet Noordzijde 3 - Maassluis;0.0;Ook goedemiddag. Oude viswinkel is in nieuwe handen overgegaan. Het was nooit best maar of dit beter is? Nee dus. Spijtig voor een oude haringhaven als Maassluis.;Nee;"Totale onkunde in optima forma. Met handen beetgepakt; temperatuur veel te hoog. Stinkbommen. Geel en cyclaam. Klevers. Meeuwenvoer!";0.0;Bedorven;Zeer goed;69;1.75;2.53;13.9;10.1;Voldoende;16_143;219
Haring Naatje;Purmerplein - Amsterdam;5.5;Elk jaar valt op hoe onbeschaamd hoog de prijzen in Amsterdam zijn. Onbegrijpelijk dat mensen bereid zijn om hier 2.50 euro voor neer te leggen. Dit voelt als oplichting.;Nee;"Haring ruikt een beetje vissig; niet fris. Moddervet beestje dat zijn beste tijd al heeft gehad. Karamel en bruin verkleurd. Korrelige vette hap.";5.5;Sterk;Goed;73;2.50;3.42;4.7;16.1;Zeer goed;16_087;220
Jumbo;Hadewychplaats 32 - Spijkenisse;2.5;Mede door hun prijsstelling zijn de supermarkten de grootste haringverkopers van het land. Treurig dat zij met hun wanproducten ook een smaaknorm neerzetten.;Nee;Speciaal voor u vandaag in de aanbieding: gele haringpasta. Oftewel, rans, rans en nog eens rans. Vieze plakkers met de kleur van een lijk.;3.0;Sterk;Goed;65;2.69 (2);2.07;8.6;8.7;Voldoende;17_122;221
Vishandel J. van de Geest;Verkoopwagen Pieter Stastokerf - Amersfoort;6.5;Je mag hem niet afkeuren. En zeker met een uitje erbij zal deze belegen Hollandse Nieuwe prima smaken op een broodje. Maar als haringliefhebber leg je de lat graag wat hoger.;Ja;Huid en graten. Het fileermes is te gretig gehanteerd. Haring aan binnenzijde bruin verkleurd. Niet echt fijn van smaak. Olieachtig en vettige smaak.;6.5;Sterk;Matig;72;1.95;2.6;5.9;5.9;Goed;17_078;222
Zeevishandel Brassem;t Groentje 4 - Domburg;3.0;Zo'n visdetaillist zal echt niet uit bed stappen met de gedachte: Vandaag ga ik mijn klanten eens flink vernachelen.' Dan weet hij nog wel waar hij mee bezig is. Nu niet.;Ja;Hollandse nieuwe laat zich in drie woorden recenseren: een vies ding. Plakt aan gehemelte. Korrelige structuur. Bitter en veel olie. Nare te vette hap.;4.5;Sterk;Goed;67;2.25;3.35;10.8;10.9;Waarschuwingsfase;16_110;223
Ruisvis;Verkoopwagen dagmarkt vrijdag Statenplein - Dordrecht;0.0;‘Zak toch in de stront’, reageert een verontwaardigde keurmeester als hij de verpakking opent. Eigenlijk zou je zo’n verkoper moeten dwingen zijn eigen product te eten. Misschien helpt dat.;Nee;08.30 uur en Ruisvis geeft zijn visitekaartje af. De haring ziet geel, zwart, bruin en cyclaam. Stinkt. Niet meer geschikt voor menselijke consumptie.;0.0;Bedorven;Goed;87;2.25;2.58;11.1;6.9;Afgekeurd;17_148;224
Visgilde Steehouwer;De Schoof 80 - Hendrik-Ido-Ambacht;9.0;Noblesse oblige en dat heeft oud-winnaar Peter Steehouwer prima begrepen. Ook hij geeft aan dat het dit jaar wel extra inspanning vereist om op topniveau te presteren.;Ja;Hollandse nieuwe uit het boekje. Zilver vanbuiten. Mooie glans en een witte speklaag. Vanbinnen fris rood en blank. Mals. Zilt. Romig. Goed werk.;9.0;Gemiddeld;Zeer goed;68;2.10;3.08;2.8;16.5;Zeer goed;16_014_17_017;225
Balk Visch aan het Spaarne;Friese Varkenmarkt 13a - Haarlem;7.5;Alle overige klanten worden bij de voornaam aangesproken en dat zegt iets over het soort verkooppunt. Gemoedelijk. Vriendelijk. Joviaal en dan is je haring voor je klanten top.;Ja;Iets te veel huid laten zitten. Neutrale geur. Oogt wel fris en transparant. Aan de erg hartige kant. Jammer want dat gaat ten koste van de smaak.;7.5;Gemiddeld;Goed;66;2.50;3.78;6.8;14.8;Zeer goed;16_061;226
De Visfuik;De Millystraat 9 - Zuidlaren;8.0;De Visfuik heeft al gedurende een reeks van jaren een plaats in de subtop. Dat is op zich een knappe prestatie. Klanten weten dat zij eigenlijk nooit teleurgesteld zullen weggaan.;Ja;Aan het schoonmaken is aandacht besteed. Mooi zilveren buitenzijde. Vanbinnen fris rood. Nog iets zilt en romig. Dit eet je niet voor je verdriet.;8.0;Gemiddeld;Zeer goed;61;2.00;3.27;6.3;10.8;Zeer goed;17_046_16_052;227
Vishandel Eddy;Weststraat 12 - Ouddorp;8.0;Met zijn stalletje bij de kerk heeft Eddy zich een zekere reputatie verworven in Ouddorp. Die zet hij voort in de winkel. De temperatuur is een verbeterpuntje.;Ja;De haring kan er nu nog goed mee door maar het omslagpunt ligt binnen handbereik. De bruinkleuring heeft al ingezet. Iets belegen smaak.;8.5;Gemiddeld;Zeer goed;72;1.95;2.7;7.3;15.4;Voldoende;16_039;228
Zeevishandel W. van Oosten;Buitenwatersloot 43 - Delft;0.0;Na een sluiting van enkele jaren is vishandel Van Oosten nieuw leven ingeblazen. Met de haring valt nog wel vooruitgang te boeken maar pak eerst die ernstige nabesmetting aan.;Ja;Aan het begin van een loopbaan kan haring schoonmaken best lastig zijn. Al flink gerijpt. Wel zuiver maar eindigt niet meer zo hoog als vorig jaar.;7.0;Gemiddeld;Matig;66;1.95;2.95;9.8;18.1;Afkeurenswaardig;16_134;229
Langouste;Winterakker 27 - Spijkenisse;8.5;Langouste vaart wel bij de goede kwaliteit haring dit jaar en scoort hoog. Nu is het de uitdagende opdracht dit niveau ook de rest van het jaar vast te houden.;Ja;"Frisse haring met nog iets van een zilte geur. Helderrood vanbinnen; zilver aan buitenzijde. Mals en nog een tikkeltje romig. Weer een van de betere.";8.5;Gemiddeld;Zeer goed;67;1.85;2.76;6.6;9.8;Zeer goed;16_036_17_079;230
Vispaleis Koelewijn;Vlijtseweg 184 - Apeldoorn;1.5;Schitterende winkel als onderdeel van nieuwe Dekamarkt. Waarom dan dit? Uit nonchalance? Ernstige aanval van bedrijfsblindheid. Doet er ook niet toe, maar doe er iets aan!;Nee;Afgezien van wat huid keurig schoongemaakt. Te lang op te hoge temperatuur laten liggen, is vragen om problemen. Nu niet te eten. Rans.;2.5;Sterk;Goed;59;2.00;3.38;10.2;9.0;Zeer goed;17_127;231
Van den Boogaart Visspecialiteiten;Hof van Holland 24 - Zwijndrecht;8.5;Van den Boogaart heeft zo veel vertrouwen in zijn eigen producten dat hij zichzelf voor de test aanmeldt. En terecht want dit is een stuk beter dan gemiddeld.;Ja;Fris en zuiver. Haring is al tikkeltje aangerijpt en de bruinkleuring begint op gang te komen. Toch ook nog een romig element. Kan er zeker mee door.;8.5;Gemiddeld;Zeer goed;66;2.00;3.03;4.6;13.3;Goed;16_033_17_041;232
Het Beste Maatje;Stationsstraat 1 a - Middelburg;8.5;Eigenaar Adriaan van Moort is ook docent bij de SVO-vakopleiding. Daar kan hij nu ook vertellen hoe belangrijk het is de temperatuur in de hand te houden. Mist daardoor top 10 plaats.;Ja;Ook hier weer een voortreffelijke haring met veel positieve kenmerken. Voor wie in Middelburg is en van haring houdt zeker de moeite waard.;9.0;Gemiddeld;Goed;65;2.20;3.38;8.6;10.1;Zeer goed;17_027;233
